"pr2_accession"	"tax"
"HQ156839.1.529_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"HQ156872.1.594_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"JX194732.1.834_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Ctenophora_XXX; Ctenophora_XXX_sp."
"HE647719.1.1821_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Euplokamis; Euplokamis_sp."
"AF293673.1.1803_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Haeckelia; Haeckelia_beehleri"
"AF293674.1.1802_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Haeckelia; Haeckelia_rubra"
"AF293676.1.1802_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Hormiphora; Hormiphora_plumosa"
"MF599312.1.1447_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Hormiphora; Hormiphora_plumosa"
"MF599328.1.1798_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Hormiphora; Hormiphora_plumosa"
"AF100944.1.1819_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Hormiphora; Hormiphora_sp."
"KJ859219.1.1732_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Hormiphora; Hormiphora_sp."
"MF599322.1.1761_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Hormiphora; Hormiphora_sp."
"KF202290.1.1754_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Lampocteis; Lampocteis_cruentiventer"
"AF268381.1.1139_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Lampocteis; Lampocteis_cruentiventer"
"AF293688.1.1802_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Leucothea; Leucothea_pulchra"
"MF599314.1.1799_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Lobatolampea; Lobatolampea_tetragona"
"FJ668937.1.1803_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Mertensia; Mertensia_ovum"
"AF293679.1.1803_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Mertensia; Mertensia_ovum"
"HF912437.1.1663_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Mertensia; Mertensia_ovum"
"HQ156837.1.542_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Mertensia; Mertensia_ovum"
"HQ156884.1.1181_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Mertensia; Mertensia_ovum"
"KT825637.1.726_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Mertensia; Mertensia_ovum"
"KT825600.1.726_U"	"Eukaryota; Obazoa; Opisthokonta; Metazoa; Ctenophora; Ctenophora_X; Ctenophora_XX; Mertensia; Mertensia_ovum"
